#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_dosh_khaleen;The Dosh Khaleen;Le Dosh Khaleen;;;El Dosh Khaleen;;;;;;;;;x
EVTOPTD_HL_6000_dothraki;Sisi;Sisi;;;Sisi;;;;;;;;;x
EVTOPTB_HL_6020_dothraki;I must save Zhavorsa!;Je dois sauver Zhavorsa !;;;Debo salvar a Zhavorsa!;;;;;;;;;x
EVTOPTC_HL_6020_dothraki;I must save Asavva!;Je dois sauver Asavva !;;;Debo salvar a Asavva!;;;;;;;;;x
EVTOPTD_HL_6020_dothraki;I must save Loqam!;Je dois sauver Loqam !;;;Debo salvar a Loqam!;;;;;;;;;x
EVTOPTE_HL_6020_dothraki;I must save Sisi!;Je dois sauver Sisi !;;;Debo salvar a Sisi!;;;;;;;;;x
EVTOPTB_HL_6021_dothraki;Alas, I lost Zhavorsa...;Hélas, j'ai perdu Zhavorsa...;;;Maldición, he perdido a Zhavorsa...;;;;;;;;;x
EVTOPTC_HL_6021_dothraki;Alas, I lost Asavva...;Hélas, j'ai perdu  Asavva...;;;Maldición, he perdido a Asavva...;;;;;;;;;x
EVTOPTD_HL_6021_dothraki;Alas, I lost Loqam...;Hélas, j'ai perdu  Loqam...;;;Maldición, he perdido a Loqam...;;;;;;;;;x
EVTOPTE_HL_6021_dothraki;Alas, I lost Sisi...;Hélas, j'ai perdu  Sisi...;;;Maldición, he perdido a Sisi...;;;;;;;;;x
EVTDESC_HL_6500_LIGHTNING;Sisi, your favorite warhorse, has now taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take your farewell of an old friend that has served you well. ;Sisi, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi. ;Euer Lieblingsschlachtross Blitz hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war. ;;Sisi, tu caballo de guerra favorito, ha galopado por última vez a través de la estepa y se ha sumergido en el sueño eterno. Es hora de despedirte de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6500_SKY;Asavva, your favorite warhorse, has taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take your farewell of an old friend that has served you well. ;Asavva, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi. ;Euer Lieblingsschlachtross Himmel hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war. ;;Asavva, tu caballo de guerra favorito, ha galopado por última vez a través de la estepa y se ha sumergido en el sueño eterno. Es hora de despedirte de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6500_DRAGON;Zhavorsa, your favorite warhorse, has taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take your farewell of an old friend that has served you well. ;Zhavorsa, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi. ;Euer Lieblingsschlachtross Drache hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war. ;;Zhavorsa, tu caballo de guerra favorito, ha galopado por última vez a través de la estepa y se ha sumergido en el sueño eterno. Es hora de despedirte de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6500_ARROW;Loqam, your favorite warhorse, has taken [Root.GetHerHis] last gallop across the steppe and begun the eternal sleep. It is time to take farewell to your steed that has served you well.;Loqam, votre destrier préféré, a galopé une dernière fois dans la steppe et s'est endormi pour l'éternité. Il est temps de faire vos adieux à ce vieil ami qui vous a fidèlement servi.;Euer Lieblingsschlachtross Pfeil hat die Augen zum ewigen Schlafe geschlossen und ist nun zum letzten Mal über die Steppe galoppiert. Es wird Zeit, Abschied zu nehmen von Eurem alten Freund, der Euch lange ein treuer Begleiter war.;;Loqam, tu caballo de guerra favorito, ha galopado por última vez a través de la estepa y se ha sumergido en el sueño eterno. Es hora de despedirte de un viejo amigo que te ha servido bien.;;;;;;;;;x
EVTDESC_HL_6512_LIGHTNING;I was just about to leave Sisi by the watering hole, when [From.GetFirstName]'s horse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Sisi près du point d'eau quand le cheval de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Blitz am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Sisi en el abrevadero, cuando el caballo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTDESC_HL_6512_ARROW;I was just about to leave Loqam by the watering hole, when [From.GetFirstName]'s horse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Loqam près du point d'eau quand le cheval de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Pfeil am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Loqam en el abrevadero, cuando el caballo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTDESC_HL_6512_DRAGON;I was just about to leave Zhavorsa by the watering hole, when [From.GetFirstName]'s horse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Zhavorsa près du point d'eau quand le cheval de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Drache am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Zhavorsa en el abrevadero, cuando el caballo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTDESC_HL_6512_SKY;I was just about to leave Asavva by the watering hole, when [From.GetFirstName]'s horse reached out and bit [Root.GetHerHim]!;J'étais sur le point de laisser Asavva près du point d'eau quand le cheval de [From.GetFirstName] s'est approché et l'a mordu.;Ich hatte vor, Himmel am Wasserloch trinken zu lassen, als das Pferd von [From.GetFirstName] mein Pferd zu beißen begann!;;Estaba a punto de dejar a Asavva en el abrevadero, cuando el caballo de [From.GetFirstName] llegó y le mordió!;;;;;;;;;x
EVTOPTD_HL_6520_SKY_dothraki;I want a portrait of my magnificent horse, Asavva.;Je veux un portrait de mon magnifique cheval, Asavva.;Ich möchte ein Porträt meines edlen Rosses, Himmel.;;Quiero un retrato de mi magnífico caballo, Asavva.;;;;;;;;;x
EVTOPTD_HL_6520_LIGHTNING_dothraki;I want a portrait of my magnificent horse, Sisi.;Je veux un portrait de mon magnifique cheval, Sisi.;Ich möchte ein Porträt meines edlen Rosses, Blitz.;;Quiero un retrato de mi magnífico caballo, Sisi.;;;;;;;;;x
EVTOPTD_HL_6520_ARROW_dothraki;I want a portrait of my magnificent horse, Loqam.;Je veux un portrait de mon magnifique cheval, Loqam.;Ich möchte ein Porträt meines edlen Rosses, Pfeil.;;Quiero un retrato de mi magnífico caballo, Loqam.;;;;;;;;;x
EVTOPTD_HL_6520_DRAGON_dothraki;I want a portrait of my magnificent horse, Zhavorsa.;Je veux un portrait de mon magnifique cheval, Zhavorsa.;Ich möchte ein Porträt meines edlen Rosses, Drache.;;Quiero un retrato de mi magnífico caballo, Zhavorsa.;;;;;;;;;x
EVTDESCdothraki.830;My enemy [FromFrom.GetTitledFirstName] has been defeated at my hand, and so honour dictates I must take [FromFrom.GetHerHis] life. To show my strength and strike fear into my enemies, I have had [FromFrom.GetHerHim] fed to the flames, first cutting off [FromFrom.GetHerHis] hands, feet, and genitals, and roasting them before [FromFrom.GetHerHis] eyes, that is after first burning [FromFrom.GetHerHis] kin in the same manner.;Mon ennemi [From.GetTitledFirstName] a été vaincu, et mon honneur me dicte de prendre [From.GetHerHis] vie. Pour montrer ma force et et effrayer mes ennemis, je devrais peut-être le livrer aux flammes, après [From.GetHerHis] avoir coupé ses mains, ses pieds, et ses parties génitales et les cuire devant ses yeux, c'est après avoir brûlé tout ceci que je [From.GetHerHis] livrerai aux flammes;;;Mi enemigo [From.GetTitledFirstName] ha sido derrotado por mi mismo, y el honor dicta que debo acabar con su vida. Para mostrat mi poder y fuerza ante mis enemigos, quizás debería dárselo de comer a las llamas, cortándole primero sus manos, pies y genitales y, asarlos ante sus ojos, después de haber hecho lo mismo con sus familiares.;;;;;;;;;x
EVTDESCdothraki.830B;My enemy [FromFrom.GetTitledFirstName] has been defeated ay my hand, and so honour dictates I must take [FromFrom.GetHerHis] life. To show my strength and strike fear into my enemies, I have had [FromFrom.GetHerHim] fed to the flames, first cutting off [FromFrom.GetHerHis] hands, feet, and genitals, and roasting them before [FromFrom.GetHerHis] eyes.;Mon ennemi [From.GetTitledFirstName] a été vaincu, et mon honneur me dicte de prendre [From.GetHerHis] vie. Pour montrer ma force et et effrayer mes ennemis, je devrais peut-être le livrer aux flammes, après [From.GetHerHis] avoir coupé ses mains, ses pieds, et ses parties génitales et les cuire devant ses yeux, c'est après avoir brûlé tout ceci que je [From.GetHerHis] livrerai aux flammes.;;;Mi enemigo [From.GetTitledFirstName] ha sido derrotado por mi mismo, y el honor dicta que debo acabar con su vida. Para mostrat mi poder y fuerza ante mis enemigos, quizás debería dárselo de comer a las llamas, cortándole primero sus manos, pies y genitales y, asarlos ante sus ojos.;;;;;;;;;x
EVTOPTAdothraki.830;Burn [FromFrom.GetHerHim]!;Oui, brûlez-le(a) !;;;Sí, quemadlo!;;;;;;;;;x
EVTOPTBdothraki.830;No, I will grant [From.GetHerHim] an honourable death;Non, je lui accorderai une mort honorable;;;No, le concederé una muerte honorable;;;;;;;;;x
EVTDESCdothraki.831;Your [FromFromFrom.GetRootRelation] [FromFromFrom.GetTitledFirstName] suffered a great cruelty at the hands of [FromFromFrom.GetHerHis] enemy [From.GetTitledFirstName]. [FromFromFrom.GetSheHeCap] was executed by being burnt alive, but first having [FromFromFrom.GetHerHis] hands, feet, and genitals cut off, and roasted before [FromFromFrom.GetHerHis] eyes.;Votre [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstName] a souffert d'une grande cruauté dans les mains de son ennemi [From.GetTitledFirstName]. [FromFrom.GetSheHeCap] a été exécuté en étant brûlé vif, ses mains ont d'abord été coupées, tout comme ses pieds et parties génitales, et cuites devant ses yeux.;;;Tu [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstName] ha sufrido una gran crueldad a manos de su enemigo [From.GetTitledFirstName]. Fue ejecutado quemado vivo, pero antes le cortaron sus manos, pies y genitales y las quemaron ante sus ojos.;;;;;;;;;x
EVTOPTAdothraki.831;I swear vengeance!;Je jure de me venger !;;;Juro venganza!;;;;;;;;;x
EVTDESCdothraki.832;You and your [FromFromFrom.GetRootRelation] [FromFromFrom.GetTitledFirstName] suffered a great cruelty at the hands of your enemy [From.GetTitledFirstName]. Your [FromFromFrom.GetRootRelation] was executed by being burnt alive, but first having [FromFromFrom.GetHerHis] hands, feet, and genitals cut off, and roasted before [FromFromFrom.GetHerHis] eyes, that is after first burning you in the same manner!;"Vous et votre [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstName] souffraient de la grande cruauté de votre ennemi[From.GetTitledFirstName]. Votre [FromFrom.GetRootRelation] a été exécuté, après s'être fait coupé mains, pieds et parties génitales; cuits sous ses yeux, c'est avant que vous brûliez de la même manière !";;;Tú y tu [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstName] habéis sufrido una gran crueldad a manos de tu enemigo [From.GetTitledFirstName]. Tu [FromFrom.GetRootRelation]  Fue ejecutado quemado vivo, pero antes le cortaron sus manos, pies y genitales y las quemaron ante sus ojos, después de haber hecho lo mismo contigo.;;;;;;;;;x
EVTOPTAdothraki.832;Arghh!;Arghh !;;;Arrrghhh!;;;;;;;;;x
no_dothraki_palace_1;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_2;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_3;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_4;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_5;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_6;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_7;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_8;Vaes Dothrak Palace;Palais de Vaes Dothrak;;;Palacio de Vaes Dothrak;;;;;;;;;x
no_dothraki_palace_desc;Each khal has a residence in Vaes Dothrak for when they are passing through, some are as grand as palaces.;Chaque khal possède une résidence à Vaes Dothrak pour les accueillir lorsqu'ils y sont de passage, certaines sont grandes comme des palais. ;;;Cada Khal posee una residencia en Vaes Dothrak para descansar cuando están de paso, algunas son tan grandes como palacios. ;;;;;;;;;x
TOOLTIPanti_nomadSUCCESS;[This.GetTitledFirstName]'s nomadic horde is split up.\nAll women kidnapped, slaves captured and swords stolen from the subjects of [Root.GetTitle] [Root.GetFirstNameWithDynasty] by [This.GetFirstNameWithDynasty] and [This.GetHerHis] fellow looters shall be returned, along with a sum of gold in recompense.\n;La horde de [This.GetTitledFirstName] est anéantie et ses ports détruits.\nToutes les femmes kidnappées, les esclaves capturés et les lames volées aux sujets de [Root.GetTitle] [Root.GetFirstNameWithDynasty] par [This.GetFirstNameWithDynasty] et ses pillards vont revenir, ainsi qu'une forte somme d'argent.\n;;;La horda de [This.GetTitledFirstName] ha sido aniquilada.\nLas mujeres han sido secuestradas, los esclavos capturados y las armas requisadas a los súbditos de [Root.GetTitle] [Root.GetFirstNameWithDynasty] por [This.GetFirstNameWithDynasty] y sus saqueadore regresarán, con una fuerte suma de dinero como recompensa.\n;;;;;;;;;x
dothraki_invasion_succ_tip;§Y[Root.GetTitledFirstName]§! takes all occupied territory.\n§Y[Root.GetTitledFirstName]§! absorbs the [From.PrimaryTitle.GetTier] of §Y[From.GetTitledFirstName]§!.\n;§Y[Root.GetTitledFirstName]§! capture tous les territoires occupés.\n§Y[Root.GetTitledFirstName]§! annexe le [From.PrimaryTitle.GetTier] de §Y[From.GetTitledFirstName]§!.\n;§Y[Root.GetTitledFirstName]§! nimmt alles besetzte Land in Besitz.\n§Y[Root.GetTitledFirstName]§! übernimmt oder vasallisiert alle Titel in §Y[This.GetFullBaseName]§!, die zu §Y[From.GetTitledFirstName]§! gehören.\n;;§Y[Root.GetTitledFirstName]§! captura todos los territorios ocupados.\n§Y[Root.GetTitledFirstName]§! se anexiona el [From.PrimaryTitle.GetTier] de §Y[From.GetTitledFirstName]§!.\n;;;;;;;;;x
dothraki_invasion_succ_tipB;All occupied territory is sacked of gold and slaves, with all traditional nomad territory also being absorbed into §Y[Root.GetTitledFirstName]'s§! Domain.;§Y[Root.GetTitledFirstName]§! capture tous les territoires occupés.\n§Y[Root.GetTitledFirstName]§! annexe le [From.PrimaryTitle.GetTier] de §Y[From.GetTitledFirstName]§!.\n;§Y[Root.GetTitledFirstName]§! nimmt alles besetzte Land in Besitz.\n§Y[Root.GetTitledFirstName]§! übernimmt oder vasallisiert alle Titel in §Y[This.GetFullBaseName]§!, die zu §Y[From.GetTitledFirstName]§! gehören.\n;;§Y[Root.GetTitledFirstName]§! captura todos los territorios ocupados.\n§Y[Root.GetTitledFirstName]§! se anexiona el [From.PrimaryTitle.GetTier] de §Y[From.GetTitledFirstName]§!.\n;;;;;;;;;x
prestigious_khal;Prestigious Leader;Chef prestigieux;;;Líder prestigioso;;;;;;;;;x
EVTDESCDOTHRAKI815;A large trade caravan has been spotted by your scouts approaching the [Root.PrimaryTitle.GetTier], and so their leader is brought before you for an audience. He says they are from [trader_home.GetName], and they are prepared to offer handsome gifts in exchange for the traditional protection and safe passage across the grasslands of the [Root.Capital.Culture.GetName].;Une grande caravane de commerce a été repérée par vos éclaireurs, elle approche de [Root.PrimaryTitle.GetTier]. Son chef vous demande audience? Il dit qu'ils viennent de [trader_home.GetName], et qu'ils sont prêts à offrir de magnifiques présents en échange d'une protection et d'un sauf conduit pour traverser les pâturages des [Root.Capital.Culture.GetName].;;;Una gran caravana comercial ha sido descubierta por tus exploradores aproximándose a [Root.PrimaryTitle.GetTier]. Su jefe dice que vienen de [trader_home.GetName], y que están dispuestos a ofrecer magníficos presentes a cambio de protección y de un salvoconducto para atravesar las praderas [Root.Capital.Culture.GetName].;;;;;;;;;x
EVTOPTADOTHRAKI815;I accept these gifts as per our custom;J'accepte ces présents conformément à la coutume;;;Acepto estos presentes conforme a nuestras costumbres;;;;;;;;;x
EVTOPTBDOTHRAKI815;I demand slaves for safe passage;J'exige des esclaves en échange d'un sauf conduit;;;Exijo esclavos a cambio de un salvoconducto;;;;;;;;;x
TOOLTIPdothrak815SLAVES;The traders give you three slaves in return for protection\n;Les marchands vous offfrent trois esclaves en échange de votre protection\n;;;Los mercaderes ofrecen tres esclavos a cambio de tu protección\n;;;;;;;;;x
EVTOPTCDOTHRAKI815;I will take you and your wears!;Je vais vous prendre vous et vos richesses !;;;Os tomaré a todos y a vuestras riquezas!;;;;;;;;;x
TOOLTIPdothrak815KIDNAP;You seize the trader's caravan and take them as prisoners\n;Vous vous emparez de la caravane marchande et capturez les marchands\n;;;Te apoderas de la caravana y capturas a los mercaderes\n;;;;;;;;;x
nomad_traders_afraid;Afraid Traders;Marchands effrayés;;;Mercaderes asustados;;;;;;;;;x
opinion_won_nomad_war;Victorious Invasion;Invasion victorieuse;;;Invasión victoriosa;;;;;;;;;x
opinion_defeated_khal;Defeated Khal;Khal défait;;;Khal derrotado;;;;;;;;;x
EVTDESC63100B;[FromFrom.GetFirstNameWithNick] was a great [FromFrom.GetTitle], well respected by the clans for [FromFrom.GetHerHis] strength. Now [FromFrom.GetSheHe] has died and has left [From.GetFirstNameWithNick] to lead, but [From.GetSheHe] does not command such respect as [FromFrom.GetTitledFirstName] did. Perhaps I should renounce [From.GetHerHis] leadership?;[FromFrom.GetFirstNameWithNick] était un grand [FromFrom.GetTitle], très respecté par les clans pour sa force. Maintenant [FromFrom.GetSheHe] est mort et [From.GetFirstNameWithNick] a pris sa suite, mais [From.GetSheHe] n'impose pas autant le respect que [FromFrom.GetTitledFirstName]. Peut-être devrais-je renoncer ?;;;[FromFrom.GetFirstNameWithNick] fue un gran [FromFrom.GetTitle], muy respetado por todos por su fuerza. Ahora está muerto y [From.GetFirstNameWithNick] ha tomado el relevo, pero él no impone el mismo respeto que [FromFrom.GetTitledFirstName]. Tal vez debería renunciar?;;;;;;;;;x
EVTDESCDOTHRAKI407;Your [From.GetRootRelation] [From.GetFirstNameWithNick] was considered [From.GetTitle] of all the [From.Culture.GetName] people.;Votre [From.GetRootRelation] [From.GetFirstNameWithNick] a été considéré comme le [From.GetTitle] de tous les [From.Culture.GetName].;;;Tu [From.GetRootRelation] [From.GetFirstNameWithNick] es considerado como el [From.GetTitle] de todos los [From.Culture.GetName].;;;;;;;;;x
EVTOPTADOTHRAKI407;They do not consider me so...yet;Ils ne me voient pas ainsi… pour l'instant.;;;No me ven así… por ahora.;;;;;;;;;x
EVTOPTBDOTHRAKI407;And I am strong enough to claim this title also;Et je suis assez fort pour revendiquer ce titre.;;;Y soy lo suficientemente fuerte para reclamar el título.;;;;;;;;;x
EVTDESCdothraki.851;My [From.GetRootRelation] [From.GetTitledFirstName] paid yearly tribute to [old_suzerain.GetTitledFirstName] [old_suzerain.GetOnlyDynastyName] of [old_suzerain.PrimaryTitle.GetName], and so I to must continue this obligation as [From.GetHerHis] heir.;Mon(a) [From.GetRootRelation] [From.GetTitledFirstName] payait un tribut annuel à  [old_suzerain.GetTitledFirstName] [old_suzerain.GetOnlyDynastyName] de [old_suzerain.PrimaryTitle.GetName], et je dois en faire de même puisque je suis son héritièr(e).;;;Mi [From.GetRootRelation] [From.GetTitledFirstName] pagaba un tributo anual a [old_suzerain.GetTitledFirstName] [old_suzerain.GetOnlyDynastyName] de [old_suzerain.PrimaryTitle.GetName], y yo debo hacer lo mismo ya que soy su heredero.;;;;;;;;;x
EVTOPTAdothraki.851;[Root.PrimaryTitle.GetFullName] must do this;[Root.PrimaryTitle.GetFullName] doit le faire. ;;;[Root.PrimaryTitle.GetFullName] tiene que hacerlo. ;;;;;;;;;x
is_weak_khal_trigger;[This.GetTitledFirstName] Is Considered a Weak Khal\n;;;;;;;;;;;;;x
TOOLTIPbecome_genghis_khanA;Has unified all nomadic Dothraki tribes AND has realm size of at least 20;;;;;;;;;;;;;x
EVTDESCDOTHRAKI882;After your defeat on the field of battle, your vassal clans think less of your ability to lead the warriors of the [Root.Culture.GetName].;;;;;;;;;;;;;x
EVTOPTADOTHRAKI882;I must earn back their trust;;;;;;;;;;;;;x
dothraki_defeated_khal;Defeated in Battle;;;;;;;;;;;;;x
NEW_KHALASAR;[This.GetFirstName] [This.PrimaryTitle.GetTier];[Root.GetFirstName] [Root.PrimaryTitle.GetTier];;[This.GetFirstName] [This.PrimaryTitle.GetTier];[This.GetFirstName] [This.PrimaryTitle.GetTier];;;;;;;;;x
